"iompba0 href","x","iompba0 2","iompba0 href 2","x","x","x","x","x","iompba0 9","x","x","f","d","e","e","f","e","e","f","iompba0 href 5","d","f","iompba0 27","iompba0 28","iompba0 href 7"
"https://www.carsales.com.au/cars/details/2019-volkswagen-golf-gti-7-5-auto-my19-5/OAG-AD-24861830/","26",".__m__-r354{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/cars/details/2019-volkswagen-golf-gti-7-5-auto-my19-5/OAG-AD-24861830/","https://carsales.pxcrush.net/carsales/car/dealer/8ro23srg1a74v04v5wzq7gmlc.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2019 Volkswagen Golf","GTI Auto F MY19.5","$31,990","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/OAG-AD-24861830","Automatic","70,161 km","Dealer used","Contact dealer","","","","","","","","","","","","",""
"https://www.carsales.com.au/cars/details/2019-volkswagen-golf-gti-7-5-auto-my19-5/SSE-AD-19527103/","20",".__m__-r35f{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/payments/terms-and-conditions","https://carsales.pxcrush.net/carsales/cars/private/168ppgmqjpqtoxp9pmtismw84.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2019 Volkswagen Golf","GTI Auto F MY19.5","$28,500","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-19527103","Automatic","84,000 km","Private","Contact seller","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","Find out more","https://www.carsales.com.au/payments/buy/6b61cdcb-7e69-4496-9acb-90afde4a0b94?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs","https://www.carsales.com.au/cars/details/2019-volkswagen-golf-gti-7-5-auto-my19-5/SSE-AD-19527103/","Around market price","This indicates how this car's price compares to similar cars recently advertised.  The badge can’t be purchased or altered by the seller.  We don’t take into account condition or extras, so you should make your own assessment.","Read more","https://resource.csnstatic.com/retail/price-indicator/info-modal-v5.html"
"https://www.carsales.com.au/cars/details/2019-volkswagen-golf-gti-7-5-auto-my19-5/OAG-AD-24848744/","34",".__m__-r35q{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/cars/details/2019-volkswagen-golf-gti-7-5-auto-my19-5/OAG-AD-24848744/","https://carsales.pxcrush.net/carsales/car/dealer/a6acb0b7609bfd3d788500dd5a6850b4.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2019 Volkswagen Golf","GTI Auto F MY19.5","$35,950","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/OAG-AD-24848744","Automatic","90,835 km","Dealer used","Contact dealer","","","","","","","","","","","","",""
"https://www.carsales.com.au/cars/details/2019-volkswagen-golf-gti-7-5-auto-my19-5/SSE-AD-13187168/","6",".__m__-r365{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/payments/terms-and-conditions","https://carsales.pxcrush.net/carsales/cars/private/3g3np41phrzp27lxw57kp8alv.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2019 Volkswagen Golf","GTI Auto F MY19.5","$33,900","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-13187168","Automatic","68,900 km","Private","Contact seller","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","Find out more","https://www.carsales.com.au/payments/buy/bea0532c-9ae6-4786-bdec-95862f869029?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs","https://www.carsales.com.au/cars/details/2019-volkswagen-golf-gti-7-5-auto-my19-5/SSE-AD-13187168/","","","",""
"https://www.carsales.com.au/cars/details/2018-volkswagen-golf-gti-7-5-auto-my18/SSE-AD-19446159/","11",".__m__-r36g{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/payments/terms-and-conditions","https://carsales.pxcrush.net/carsales/cars/private/1bzugil29gk3rn6ue1krp1zu3.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2018 Volkswagen Golf","GTI Auto F MY18","$25,900","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-19446159","Automatic","106,000 km","Private","Contact seller","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","Find out more","https://www.carsales.com.au/payments/buy/a484ca41-8ef2-49e2-96b0-fb63316db80a?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs","https://www.carsales.com.au/cars/details/2018-volkswagen-golf-gti-7-5-auto-my18/SSE-AD-19446159/","Around market price","This indicates how this car's price compares to similar cars recently advertised.  The badge can’t be purchased or altered by the seller.  We don’t take into account condition or extras, so you should make your own assessment.","Read more","https://resource.csnstatic.com/retail/price-indicator/info-modal-v5.html"
"https://www.carsales.com.au/cars/details/2018-volkswagen-golf-gti-7-5-auto-my19/SSE-AD-19556129/","16",".__m__-r36t{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/payments/terms-and-conditions","https://carsales.pxcrush.net/carsales/cars/private/5jd1zmc9ydeu1m4gof6ewlhq1.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2018 Volkswagen Golf","GTI Auto F MY19","$24,950","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-19556129","Automatic","46,735 km","Private","Contact seller","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","Find out more","https://www.carsales.com.au/payments/buy/a9ca0c4d-5c0d-4a8f-af2b-0685daec9dca?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs","https://www.carsales.com.au/cars/details/2018-volkswagen-golf-gti-7-5-auto-my19/SSE-AD-19556129/","Well below market price","This indicates how this car's price compares to similar cars recently advertised.  The badge can’t be purchased or altered by the seller.  We don’t take into account condition or extras, so you should make your own assessment.","Read more","https://resource.csnstatic.com/retail/price-indicator/info-modal-v5.html"
"https://www.carsales.com.au/cars/details/2018-volkswagen-golf-gti-7-5-auto-my18/OAG-AD-25082737/","33",".__m__-r378{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/cars/details/2018-volkswagen-golf-gti-7-5-auto-my18/OAG-AD-25082737/","https://carsales.pxcrush.net/carsales/car/dealer/8ttap5zf5z7yh7r9e615nfwrv.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2018 Volkswagen Golf","GTI Auto F MY18","$29,990","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/OAG-AD-25082737","Automatic","65,975 km","Dealer used","Contact dealer","","","","","","","","","","","","",""
"https://www.carsales.com.au/cars/details/2018-volkswagen-golf-gti-7-5-auto-my19/SSE-AD-18227098/","16",".__m__-r37j{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/payments/terms-and-conditions","https://carsales.pxcrush.net/carsales/cars/private/9dqtx3hcszic5szy59bgx6ifn.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2018 Volkswagen Golf","GTI Auto F MY19","$39,500","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-18227098","Automatic","75,358 km","Private","Contact seller","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","Find out more","https://www.carsales.com.au/payments/buy/837859fa-76f9-41e5-866e-89186924fc4b?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs","https://www.carsales.com.au/cars/details/2018-volkswagen-golf-gti-7-5-auto-my19/SSE-AD-18227098/","","","",""
"https://www.carsales.com.au/cars/details/2017-volkswagen-golf-gti-7-5-auto-my18/SSE-AD-17580357/","16",".__m__-r37u{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/payments/terms-and-conditions","https://carsales.pxcrush.net/carsales/cars/private/9wt5xqud37oa7p67a4e673dnz.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2017 Volkswagen Golf","GTI Auto F MY18","$26,000","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-17580357","Automatic","126,000 km","Private","Contact seller","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","Find out more","https://www.carsales.com.au/payments/buy/ef64b3b5-678a-4b8b-b617-5b2e6f34d1f1?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs","https://www.carsales.com.au/cars/details/2017-volkswagen-golf-gti-7-5-auto-my18/SSE-AD-17580357/","","","",""
"https://www.carsales.com.au/cars/details/2017-volkswagen-golf-gti-7-5-manual-my17/SSE-AD-15303227/","10",".__m__-r389{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/payments/terms-and-conditions","https://carsales.pxcrush.net/carsales/cars/private/6vcyo2de6h1c2sr3s0mef8wi.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2017 Volkswagen Golf","GTI Manual F MY17","$27,000","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-15303227","Manual","99,000 km","Private","Contact seller","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","Find out more","https://www.carsales.com.au/payments/buy/629ff978-c044-4dba-ad45-9b176829acc2?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs","https://www.carsales.com.au/cars/details/2017-volkswagen-golf-gti-7-5-manual-my17/SSE-AD-15303227/","Around market price","This indicates how this car's price compares to similar cars recently advertised.  The badge can’t be purchased or altered by the seller.  We don’t take into account condition or extras, so you should make your own assessment.","Read more","https://resource.csnstatic.com/retail/price-indicator/info-modal-v5.html"
"https://www.carsales.com.au/cars/details/2017-volkswagen-golf-gti-7-5-auto-my17/SSE-AD-19311614/","17",".__m__-r38m{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/payments/terms-and-conditions","https://carsales.pxcrush.net/carsales/cars/private/do05ejw6e95qmqlcvkyb1siq7.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2017 Volkswagen Golf","GTI Auto F MY17","$28,900","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-19311614","Automatic","32,236 km","Private","Contact seller","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","Find out more","https://www.carsales.com.au/payments/buy/b58c64d6-fbae-4f88-a26f-609eea3c1d62?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs","https://www.carsales.com.au/cars/details/2017-volkswagen-golf-gti-7-5-auto-my17/SSE-AD-19311614/","Around market price","This indicates how this car's price compares to similar cars recently advertised.  The badge can’t be purchased or altered by the seller.  We don’t take into account condition or extras, so you should make your own assessment.","Read more","https://resource.csnstatic.com/retail/price-indicator/info-modal-v5.html"
"https://www.carsales.com.au/cars/details/2017-volkswagen-golf-gti-7-auto-my17/SSE-AD-18837361/","25",".__m__-r393{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/payments/terms-and-conditions","https://carsales.pxcrush.net/carsales/cars/private/edzzrmptbhy5eq12no2agttc8.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2017 Volkswagen Golf","GTI Auto F MY17","$21,000","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-18837361","Automatic","125,000 km","Private","Contact seller","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","Find out more","https://www.carsales.com.au/payments/buy/8442ab26-e094-4df9-8836-8f8cbb87772b?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs","https://www.carsales.com.au/cars/details/2017-volkswagen-golf-gti-7-auto-my17/SSE-AD-18837361/","Around market price","This indicates how this car's price compares to similar cars recently advertised.  The badge can’t be purchased or altered by the seller.  We don’t take into account condition or extras, so you should make your own assessment.","Read more","https://resource.csnstatic.com/retail/price-indicator/info-modal-v5.html"
"https://www.carsales.com.au/cars/details/2017-volkswagen-golf-gti-7-auto-my17/SSE-AD-19592062/","35",".__m__-r39g{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/payments/terms-and-conditions","https://carsales.pxcrush.net/carsales/cars/private/1wq0pp4k7dawuj3t1q93bijdh.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2017 Volkswagen Golf","GTI Auto F MY17","$24,999","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-19592062","Automatic","91,500 km","Private","Contact seller","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","Find out more","https://www.carsales.com.au/payments/buy/2647385d-8368-4b44-82b7-d02f8cdeef6e?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs","https://www.carsales.com.au/cars/details/2017-volkswagen-golf-gti-7-auto-my17/SSE-AD-19592062/","Around market price","This indicates how this car's price compares to similar cars recently advertised.  The badge can’t be purchased or altered by the seller.  We don’t take into account condition or extras, so you should make your own assessment.","Read more","https://resource.csnstatic.com/retail/price-indicator/info-modal-v5.html"
"https://www.carsales.com.au/cars/details/2017-volkswagen-golf-gti-7-5-auto-my17/SSE-AD-19130843/","8",".__m__-r39t{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/payments/terms-and-conditions","https://carsales.pxcrush.net/carsales/cars/private/bymqwjh2blico0kro9jjd79m7.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2017 Volkswagen Golf","GTI Auto F MY17","$26,888","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-19130843","Automatic","62,300 km","Private","Contact seller","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","Find out more","https://www.carsales.com.au/payments/buy/aaf47ab8-5f25-4c0a-91bb-252b84e15acd?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs","https://www.carsales.com.au/cars/details/2017-volkswagen-golf-gti-7-5-auto-my17/SSE-AD-19130843/","Around market price","This indicates how this car's price compares to similar cars recently advertised.  The badge can’t be purchased or altered by the seller.  We don’t take into account condition or extras, so you should make your own assessment.","Read more","https://resource.csnstatic.com/retail/price-indicator/info-modal-v5.html"
"https://www.carsales.com.au/cars/details/2017-volkswagen-golf-gti-7-auto-my17/SSE-AD-15774946/","6",".__m__-r3aa{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/payments/terms-and-conditions","https://carsales.pxcrush.net/carsales/cars/private/ad8m2cfrwuy2yp9iv42brop70.png?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2017 Volkswagen Golf","GTI Auto F MY17","$25,000","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-15774946","Automatic","117,000 km","Private","Contact seller","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","Find out more","https://www.carsales.com.au/payments/buy/59348976-667d-42af-8d5c-e01e63921b0d?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs","https://www.carsales.com.au/cars/details/2017-volkswagen-golf-gti-7-auto-my17/SSE-AD-15774946/","","","",""
"https://www.carsales.com.au/cars/details/2016-volkswagen-golf-gti-7-manual-my17/SSE-AD-19530331/","11",".__m__-r3al{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/payments/terms-and-conditions","https://carsales.pxcrush.net/carsales/cars/private/alu9kfe8zagzox2vepqjharnr.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2016 Volkswagen Golf","GTI Manual F MY17","$29,900","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-19530331","Manual","125,000 km","Private","Contact seller","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","Find out more","https://www.carsales.com.au/payments/buy/9538456b-c91a-45fd-926c-d28902fbea15?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs","https://www.carsales.com.au/cars/details/2016-volkswagen-golf-gti-7-manual-my17/SSE-AD-19530331/","","","",""
"https://www.carsales.com.au/cars/details/2016-volkswagen-golf-gti-7-auto-my16/OAG-AD-24919094/","24",".__m__-r3au{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/cars/details/2016-volkswagen-golf-gti-7-auto-my16/OAG-AD-24919094/","https://carsales.pxcrush.net/carsales/car/dealer/970692899d149ce7813c983dea83a943.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2016 Volkswagen Golf","GTI Auto F MY16","$21,990","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/OAG-AD-24919094","Automatic","115,001 km","Dealer used","Contact dealer","","","","","","","","","","Around market price","This indicates how this car's price compares to similar cars recently advertised.  The badge can’t be purchased or altered by the seller.  We don’t take into account condition or extras, so you should make your own assessment.","Read more","https://resource.csnstatic.com/retail/price-indicator/info-modal-v5.html"
"https://www.carsales.com.au/cars/details/2016-volkswagen-golf-gti-7-auto-my16/SSE-AD-18944858/","14",".__m__-r3bb{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/payments/terms-and-conditions","https://carsales.pxcrush.net/carsales/cars/private/9tcxe7ryeqnhihai9mysx8vsv.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2016 Volkswagen Golf","GTI Auto F MY16","$19,500","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-18944858","Automatic","152,900 km","Private","Contact seller","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","Find out more","https://www.carsales.com.au/payments/buy/0c86a9d5-a488-4c28-93e4-88686bfa0bc5?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs","https://www.carsales.com.au/cars/details/2016-volkswagen-golf-gti-7-auto-my16/SSE-AD-18944858/","Around market price","This indicates how this car's price compares to similar cars recently advertised.  The badge can’t be purchased or altered by the seller.  We don’t take into account condition or extras, so you should make your own assessment.","Read more","https://resource.csnstatic.com/retail/price-indicator/info-modal-v5.html"
"https://www.carsales.com.au/cars/details/2016-volkswagen-golf-gti-7-auto-my16/SSE-AD-16445147/","19",".__m__-r3bo{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/payments/terms-and-conditions","https://carsales.pxcrush.net/carsales/cars/private/f4fd3k5riany2cf6ac9yzosjp.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2016 Volkswagen Golf","GTI Auto F MY16","$21,000","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-16445147","Automatic","145,000 km","Private","Contact seller","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","Find out more","https://www.carsales.com.au/payments/buy/685e8a02-8d9b-4cb9-a5e0-da89f6b156e7?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs","https://www.carsales.com.au/cars/details/2016-volkswagen-golf-gti-7-auto-my16/SSE-AD-16445147/","","","",""
"https://www.carsales.com.au/cars/details/2016-volkswagen-golf-gti-7-auto-my16/SSE-AD-17724307/","23",".__m__-r3c3{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/payments/terms-and-conditions","https://carsales.pxcrush.net/carsales/cars/private/2ybbsl8hhr9kwc9q36dhajtay.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2016 Volkswagen Golf","GTI Auto F MY16","$25,800","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-17724307","Automatic","103,000 km","Private","Contact seller","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","Find out more","https://www.carsales.com.au/payments/buy/deadd7c7-503f-40c7-a419-85bc53acd1b8?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs","https://www.carsales.com.au/cars/details/2016-volkswagen-golf-gti-7-auto-my16/SSE-AD-17724307/","","","",""
"https://www.carsales.com.au/cars/details/2016-volkswagen-golf-gti-7-auto-my16/SSE-AD-18154916/","7",".__m__-r3ce{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/payments/terms-and-conditions","https://carsales.pxcrush.net/carsales/cars/private/d90nmbzapuzw27y0ldlrvl3jr.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2016 Volkswagen Golf","GTI Auto F MY16","$15,800","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-18154916","Automatic","170,924 km","Private","Contact seller","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","Find out more","https://www.carsales.com.au/payments/buy/9bb8201d-fc70-4b5f-a7c2-d67a2ba915b0?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs","https://www.carsales.com.au/cars/details/2016-volkswagen-golf-gti-7-auto-my16/SSE-AD-18154916/","Around market price","This indicates how this car's price compares to similar cars recently advertised.  The badge can’t be purchased or altered by the seller.  We don’t take into account condition or extras, so you should make your own assessment.","Read more","https://resource.csnstatic.com/retail/price-indicator/info-modal-v5.html"
"https://www.carsales.com.au/cars/details/2015-volkswagen-golf-gti-7-auto-my15/SSE-AD-19597655/","13",".__m__-r3cr{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/payments/terms-and-conditions","https://carsales.pxcrush.net/carsales/cars/private/d3026007nq9uoeitdwd188gvb.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2015 Volkswagen Golf","GTI Auto F MY15","$18,750","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-19597655","Automatic","132,113 km","Private","Contact seller","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","Find out more","https://www.carsales.com.au/payments/buy/1ea1f421-58d4-4660-a8dc-0e93bd84509e?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs","https://www.carsales.com.au/cars/details/2015-volkswagen-golf-gti-7-auto-my15/SSE-AD-19597655/","","","",""